Datetime,Weekly_Electricity_Consumption_MWh
2007-09-16,5623777.0
2007-09-23,5249146.0
2007-09-30,5610401.0
2007-10-07,5584285.0
2007-10-14,5311806.0
2007-10-21,5036817.0
2007-10-28,4980831.0
2007-11-04,4978443.0
2007-11-11,5249282.0
2007-11-18,5262344.0
2007-11-25,5134347.0
2007-12-02,5483286.0
2007-12-09,6011498.0
2007-12-16,5776595.0
2007-12-23,5877367.0
2007-12-30,5327302.0
2008-01-06,5812659.0
2008-01-13,5249650.0
2008-01-20,5892471.0
2008-01-27,6170462.0
2008-02-03,5757839.0
2008-02-10,5412307.0
2008-02-17,6043450.0
2008-02-24,5833775.0
2008-03-02,5798033.0
2008-03-09,5315401.0
2008-03-16,5253462.0
2008-03-23,5211212.0
2008-03-30,5166252.0
2008-04-06,5058660.0
2008-04-13,4878750.0
2008-04-20,4825836.0
2008-04-27,4756767.0
2008-05-04,4770517.0
2008-05-11,4781385.0
2008-05-18,4796461.0
2008-05-25,4711254.0
2008-06-01,5050673.0
2008-06-08,5911306.0
2008-06-15,6912108.0
2008-06-22,5585571.0
2008-06-29,6371048.0
2008-07-06,6034272.0
2008-07-13,6609773.0
2008-07-20,6976773.0
2008-07-27,6624299.0
2008-08-03,6611243.0
2008-08-10,6102105.0
2008-08-17,5670792.0
2008-08-24,5939203.0
2008-08-31,5695133.0
2008-09-07,6146817.0
2008-09-14,5721472.0
2008-09-21,5183992.0
2008-09-28,4973259.0
2008-10-05,4818491.0
2008-10-12,4781537.0
2008-10-19,4837343.0
2008-10-26,4915267.0
2008-11-02,5059248.5
2008-11-09,4828419.0
2008-11-16,5034795.0
2008-11-23,5693693.0
2008-11-30,5326988.0
2008-12-07,5626076.0
2008-12-14,5762998.0
2008-12-21,5756551.0
2008-12-28,5590399.0
2009-01-04,5584999.0
2009-01-11,5836830.0
2009-01-18,6479225.0
2009-01-25,6166575.0
2009-02-01,6095059.0
2009-02-08,5875886.0
2009-02-15,5270977.0
2009-02-22,5706941.0
2009-03-01,5597514.0
2009-03-08,5581610.0
2009-03-15,5097409.0
2009-03-22,5021847.0
2009-03-29,5010629.0
2009-04-05,4782513.0
2009-04-12,4774854.0
2009-04-19,4775669.0
2009-04-26,4778644.0
2009-05-03,4915834.0
2009-05-10,4726982.0
2009-05-17,4714831.0
2009-05-24,4929434.0
2009-05-31,4868420.0
2009-06-07,4954927.0
2009-06-14,5420466.0
2009-06-21,5088270.0
2009-06-28,5715584.0
2009-07-05,5443167.0
2009-07-12,5512242.0
2009-07-19,5795811.0
2009-07-26,5838239.0
2009-08-02,6364076.0
2009-08-09,6028252.0
2009-08-16,6574157.0
2009-08-23,6881915.0
2009-08-30,6079884.0
2009-09-06,5151163.0
2009-09-13,4894124.0
2009-09-20,4938706.0
2009-09-27,5099084.0
2009-10-04,4655444.0
2009-10-11,4657654.0
2009-10-18,4904072.0
2009-10-25,4755334.0
2009-11-01,4724619.5
2009-11-08,4923021.0
2009-11-15,4824452.0
2009-11-22,4834604.0
2009-11-29,4788954.0
2009-12-06,5229168.0
2009-12-13,5736895.0
2009-12-20,5885644.0
2009-12-27,5623099.0
2010-01-03,5938658.0
2010-01-10,6242017.0
2010-01-17,5838409.0
2010-01-24,5534467.0
2010-01-31,5918989.0
2010-02-07,5974696.0
2010-02-14,5935638.0
2010-02-21,5719579.0
2010-02-28,5652450.0
2010-03-07,5378063.0
2010-03-14,4995719.5
2010-03-21,4777082.0
2010-03-28,4834166.0
2010-04-04,4650981.0
2010-04-11,4802655.0
2010-04-18,4607895.0
2010-04-25,4569129.0
2010-05-02,4843508.0
2010-05-09,5010780.0
2010-05-16,4717243.0
2010-05-23,4854649.0
2010-05-30,5501837.0
2010-06-06,6348273.0
2010-06-13,5386164.0
2010-06-20,6009526.0
2010-06-27,6919494.0
2010-07-04,6066334.0
2010-07-11,7182270.0
2010-07-18,6913778.0
2010-07-25,7385578.0
2010-08-01,6357450.0
2010-08-08,6601900.0
2010-08-15,6549223.0
2010-08-22,6441175.0
2010-08-29,5561971.0
2010-09-05,6442055.0
2010-09-12,5250171.0
2010-09-19,5028512.0
2010-09-26,5514456.0
2010-10-03,5047375.0
2010-10-10,4635022.0
2010-10-17,4671548.0
2010-10-24,4663938.0
2010-10-31,4734263.0
2010-11-07,4942306.5
2010-11-14,4904620.0
2010-11-21,4896166.0
2010-11-28,4867872.0
2010-12-05,5403262.0
2010-12-12,5946482.0
2010-12-19,6313649.0
2010-12-26,5912377.0
2011-01-02,5571832.0
2011-01-09,5945621.0
2011-01-16,6122812.0
2011-01-23,6088334.0
2011-01-30,6024230.0
2011-02-06,5884284.0
2011-02-13,5894546.0
2011-02-20,5226056.0
2011-02-27,5497397.0
2011-03-06,5231183.0
2011-03-13,5166203.0
2011-03-20,4870532.0
2011-03-27,5167314.0
2011-04-03,5162422.0
2011-04-10,4813151.0
2011-04-17,4675117.0
2011-04-24,4584891.0
2011-05-01,4823168.0
2011-05-08,4576508.0
2011-05-15,4606007.0
2011-05-22,4725128.0
2011-05-29,5630315.0
2011-06-05,5821555.0
2011-06-12,6356035.0
2011-06-19,5407406.0
2011-06-26,5995804.0
2011-07-03,5984286.0
2011-07-10,6424235.0
2011-07-17,6587327.0
2011-07-24,7855931.0
2011-07-31,6891863.0
2011-08-07,6566905.0
2011-08-14,6184625.0
2011-08-21,5971562.0
2011-08-28,5616683.0
2011-09-04,5408801.0
2011-09-11,5485177.0
2011-09-18,5204821.0
2011-09-25,5158250.0
2011-10-02,5208569.0
2011-10-09,4626603.0
2011-10-16,4706286.0
2011-10-23,4613407.0
2011-10-30,4764280.0
2011-11-06,4874379.0
2011-11-13,4825100.0
2011-11-20,4878582.0
2011-11-27,4674924.0
2011-12-04,4996277.0
2011-12-11,5232682.0
2011-12-18,5458616.0
2011-12-25,5183417.0
2012-01-01,5119736.0
2012-01-08,5555324.0
2012-01-15,5560476.0
2012-01-22,5815657.0
2012-01-29,5309855.0
2012-02-05,5205295.0
2012-02-12,5513703.0
2012-02-19,5289356.0
2012-02-26,5133984.0
2012-03-04,5052309.0
2012-03-11,5027034.0
2012-03-18,4558659.0
2012-03-25,4544585.0
2012-04-01,4658089.0
2012-04-08,4477613.0
2012-04-15,4530376.0
2012-04-22,4635484.0
2012-04-29,4611300.0
2012-05-06,4629980.0
2012-05-13,4540927.0
2012-05-20,4787203.0
2012-05-27,5270952.0
2012-06-03,5511921.0
2012-06-10,5028401.0
2012-06-17,5297864.0
2012-06-24,6291910.0
2012-07-01,6117146.0
2012-07-08,7058768.0
2012-07-15,6450376.0
2012-07-22,6460906.0
2012-07-29,6625904.0
2012-08-05,6653689.0
2012-08-12,6538681.0
2012-08-19,5934132.0
2012-08-26,5739870.0
2012-09-02,6098911.0
2012-09-09,5959564.0
2012-09-16,4874038.0
2012-09-23,4820012.0
2012-09-30,4701470.0
2012-10-07,4806364.0
2012-10-14,4581919.0
2012-10-21,4541986.0
2012-10-28,4551693.0
2012-11-04,4127188.5
2012-11-11,4955111.0
2012-11-18,4987096.0
2012-11-25,4898012.0
2012-12-02,5339674.0
2012-12-09,5047877.0
2012-12-16,5261414.0
2012-12-23,5316552.0
2012-12-30,5424994.0
2013-01-06,5536462.0
2013-01-13,5253150.0
2013-01-20,5341843.0
2013-01-27,6368834.0
2013-02-03,5667296.0
2013-02-10,5852222.0
2013-02-17,5438959.0
2013-02-24,5726452.0
2013-03-03,5405162.0
2013-03-10,5353946.0
2013-03-17,5142409.0
2013-03-24,5353983.0
2013-03-31,4994215.0
2013-04-07,4882007.0
2013-04-14,4610300.0
2013-04-21,4490187.0
2013-04-28,4466489.0
2013-05-05,4372953.0
2013-05-12,4504182.0
2013-05-19,4545364.0
2013-05-26,4974923.0
2013-06-02,5631840.0
2013-06-09,5049039.0
2013-06-16,5279828.0
2013-06-23,5518972.0
2013-06-30,6427892.0
2013-07-07,6574066.0
2013-07-14,6461950.0
2013-07-21,7621277.0
2013-07-28,6012741.0
2013-08-04,5570644.0
2013-08-11,5713460.0
2013-08-18,5304323.0
2013-08-25,5631278.0
2013-09-01,6089641.0
2013-09-08,5342985.0
2013-09-15,5544507.0
2013-09-22,4608663.0
2013-09-29,4471034.0
2013-10-06,5037832.0
2013-10-13,4556407.0
2013-10-20,4463294.0
2013-10-27,4644833.0
2013-11-03,4606773.5
2013-11-10,4833566.0
2013-11-17,5017891.0
2013-11-24,5093675.0
2013-12-01,5451927.0
2013-12-08,5246268.0
2013-12-15,5980636.0
2013-12-22,5578019.0
2013-12-29,5288331.0
2014-01-05,5916081.0
2014-01-12,6131086.0
2014-01-19,5530751.0
2014-01-26,6547121.0
2014-02-02,6256604.0
2014-02-09,5916697.0
2014-02-16,6123481.0
2014-02-23,5465173.0
2014-03-02,5994797.0
2014-03-09,5840716.5
2014-03-16,5237687.0
2014-03-23,5248601.0
2014-03-30,5403631.0
2014-04-06,4781467.0
2014-04-13,4570977.0
2014-04-20,4574119.0
2014-04-27,4420453.0
2014-05-04,4518056.0
2014-05-11,4468401.0
2014-05-18,4675847.0
2014-05-25,4540138.0
2014-06-01,4701619.0
2014-06-08,5140465.0
2014-06-15,5230019.0
2014-06-22,5818218.0
2014-06-29,5897425.0
2014-07-06,5985064.0
2014-07-13,6348807.0
2014-07-20,5743393.0
2014-07-27,5974048.0
2014-08-03,5387001.0
2014-08-10,5649389.0
2014-08-17,5293165.0
2014-08-24,5512892.0
2014-08-31,5624769.0
2014-09-07,6233639.0
2014-09-14,5014751.0
2014-09-21,4617889.0
2014-09-28,4566508.0
2014-10-05,4617729.0
2014-10-12,4442994.0
2014-10-19,4580002.0
2014-10-26,4490289.0
2014-11-02,4593009.0
2014-11-09,4684103.0
2014-11-16,4942574.0
2014-11-23,5525601.0
2014-11-30,5024404.0
2014-12-07,5278800.0
2014-12-14,5635052.0
2014-12-21,5494946.0
2014-12-28,4941570.0
2015-01-04,5340434.0
2015-01-11,6388816.0
2015-01-18,5970745.0
2015-01-25,5662466.0
2015-02-01,6107781.0
2015-02-08,5967321.0
2015-02-15,6215854.0
2015-02-22,6829998.0
2015-03-01,6300396.0
2015-03-08,5919450.5
2015-03-15,5070144.0
2015-03-22,5172704.0
2015-03-29,5234208.0
2015-04-05,4678012.0
2015-04-12,4613230.0
2015-04-19,4353822.0
2015-04-26,4474049.0
2015-05-03,4322067.0
2015-05-10,4774911.0
2015-05-17,4913201.0
2015-05-24,4663329.0
2015-05-31,5634640.0
2015-06-07,4689110.0
2015-06-14,6016397.0
2015-06-21,5976498.0
2015-06-28,5688958.0
2015-07-05,5274741.0
2015-07-12,6191243.0
2015-07-19,6065162.0
2015-07-26,6257884.0
2015-08-02,6537813.0
2015-08-09,5965907.0
2015-08-16,5834825.0
2015-08-23,6306139.0
2015-08-30,5637070.0
2015-09-06,6316683.0
2015-09-13,5816228.0
2015-09-20,5127806.0
2015-09-27,4594599.0
2015-10-04,4804569.0
2015-10-11,4417344.0
2015-10-18,4428152.0
2015-10-25,4474292.0
2015-11-01,4522709.0
2015-11-08,4497763.0
2015-11-15,4621838.0
2015-11-22,4647716.0
2015-11-29,4702291.0
2015-12-06,4966473.0
2015-12-13,4865025.0
2015-12-20,4932383.0
2015-12-27,4567776.0
2016-01-03,4847760.0
2016-01-10,5538184.0
2016-01-17,5550145.0
2016-01-24,6190648.0
2016-01-31,5503335.0
2016-02-07,5153709.0
2016-02-14,6081808.0
2016-02-21,5555569.0
2016-02-28,5133797.0
2016-03-06,5109790.0
2016-03-13,4491735.0
2016-03-20,4651802.0
2016-03-27,4464552.0
2016-04-03,4448798.0
2016-04-10,4850942.0
2016-04-17,4415308.0
2016-04-24,4307359.0
2016-05-01,4376390.0
2016-05-08,4384813.0
2016-05-15,4329584.0
2016-05-22,4316638.0
2016-05-29,5266546.0
2016-06-05,5464872.0
2016-06-12,5171501.0
2016-06-19,5176182.0
2016-06-26,5795984.0
2016-07-03,5547066.0
2016-07-10,6163322.0
2016-07-17,6477369.0
2016-07-24,6698375.0
2016-07-31,6806486.0
2016-08-07,6063348.0
2016-08-14,7096615.0
2016-08-21,6840513.0
2016-08-28,6135013.0
2016-09-04,5803625.0
2016-09-11,6325434.0
2016-09-18,5334179.0
2016-09-25,5228899.0
2016-10-02,4511273.0
2016-10-09,4449980.0
2016-10-16,4337567.0
2016-10-23,4680673.0
2016-10-30,4481220.0
2016-11-06,4411056.5
2016-11-13,4593402.0
2016-11-20,4679359.0
2016-11-27,4830212.0
2016-12-04,4843201.0
2016-12-11,5424706.0
2016-12-18,5785721.0
2016-12-25,5483414.0
2017-01-01,5098360.0
2017-01-08,5696496.0
2017-01-15,5561262.0
2017-01-22,5137003.0
2017-01-29,5217262.0
2017-02-05,5542463.0
2017-02-12,5230318.0
2017-02-19,5228479.0
2017-02-26,4575310.0
2017-03-05,5041840.0
2017-03-12,5076943.5
2017-03-19,5513055.0
2017-03-26,4892884.0
2017-04-02,4680466.0
2017-04-09,4507451.0
2017-04-16,4292098.0
2017-04-23,4306248.0
2017-04-30,4590741.0
2017-05-07,4410594.0
2017-05-14,4309673.0
2017-05-21,5027505.0
2017-05-28,4400949.0
2017-06-04,4531783.0
2017-06-11,4870084.0
2017-06-18,6109557.0
2017-06-25,6068047.0
2017-07-02,5719176.0
2017-07-09,5820271.0
2017-07-16,6381285.0
2017-07-23,6863250.0
2017-07-30,5542858.0
2017-08-06,5865740.0
2017-08-13,5422215.0
2017-08-20,5966984.0
2017-08-27,5619401.0
2017-09-03,4671742.0
2017-09-10,4624724.0
2017-09-17,5057643.0
2017-09-24,5458476.0
2017-10-01,5175032.0
2017-10-08,4803952.0
2017-10-15,4872560.0
2017-10-22,4322273.0
2017-10-29,4438638.0
2017-11-05,4462990.0
2017-11-12,4906666.0
2017-11-19,4926071.0
2017-11-26,4787584.0
2017-12-03,4892365.0
2017-12-10,5283147.0
2017-12-17,5814027.0
2017-12-24,5168120.0
2017-12-31,6170489.0
2018-01-07,7047825.0
2018-01-14,5737058.0
2018-01-21,5913896.0
2018-01-28,5221807.0
2018-02-04,5778558.0
2018-02-11,5636358.0
2018-02-18,5069862.0
2018-02-25,4849071.0
2018-03-04,4895561.0
2018-03-11,5235193.0
2018-03-18,5307763.0
2018-03-25,5199908.0
2018-04-01,4699101.0
2018-04-08,4852006.0
2018-04-15,4656666.0
2018-04-22,4663757.0
2018-04-29,4294075.0
2018-05-06,4728863.0
2018-05-13,4471506.0
2018-05-20,4679496.0
2018-05-27,5104242.0
2018-06-03,5198861.0
2018-06-10,4807346.0
2018-06-17,5093246.0
2018-06-24,5831557.0
2018-07-01,6033189.0
2018-07-08,6461277.0
2018-07-15,6118566.0
2018-07-22,5982832.0
2018-07-29,6145746.0
